ID,Original_ID,Country Name,Country ISO3,Income Level,Authority,Date,Level 1 policy measures,Level 2 policy measures,Level 3 policy measures,Details of the measure,Reference,Termination Date,Modification of Parent Measure,Parent Measure,was_modified
3437,2841,Hungary,HUN,High income,Sup,2020-06-25,Banking sector,Prudential,Supervisory guidance and expectations,"EBA extended the deadline for the application of its guidelines on payment moratoria by three months to September 30, 2020. In addition, they highlighted that the implementation timeline envisaged in the EBA's IRB roadmap to repair internal models remains overall unchanged.",https://eba.europa.eu/eba-extends-deadline-application-its-guidelines-payment-moratoria-30-september,2020-09-30,Extension,1228.0,True
3438,2841,Italy,ITA,High income,Sup,2020-06-25,Banking sector,Prudential,Supervisory guidance and expectations,"EBA extended the deadline for the application of its guidelines on payment moratoria by three months to September 30, 2020. In addition, they highlighted that the implementation timeline envisaged in the EBA's IRB roadmap to repair internal models remains overall unchanged.",https://eba.europa.eu/eba-extends-deadline-application-its-guidelines-payment-moratoria-30-september,2020-09-30,Extension,1228.0,True
3439,2841,Latvia,LVA,High income,Sup,2020-06-25,Banking sector,Prudential,Supervisory guidance and expectations,"EBA extended the deadline for the application of its guidelines on payment moratoria by three months to September 30, 2020. In addition, they highlighted that the implementation timeline envisaged in the EBA's IRB roadmap to repair internal models remains overall unchanged.",https://eba.europa.eu/eba-extends-deadline-application-its-guidelines-payment-moratoria-30-september,2020-09-30,Extension,1228.0,True
3440,2841,Lithuania,LTU,High income,Sup,2020-06-25,Banking sector,Prudential,Supervisory guidance and expectations,"EBA extended the deadline for the application of its guidelines on payment moratoria by three months to September 30, 2020. In addition, they highlighted that the implementation timeline envisaged in the EBA's IRB roadmap to repair internal models remains overall unchanged.",https://eba.europa.eu/eba-extends-deadline-application-its-guidelines-payment-moratoria-30-september,2020-09-30,Extension,1228.0,True
3441,2841,Poland,POL,High income,Sup,2020-06-25,Banking sector,Prudential,Supervisory guidance and expectations,"EBA extended the deadline for the application of its guidelines on payment moratoria by three months to September 30, 2020. In addition, they highlighted that the implementation timeline envisaged in the EBA's IRB roadmap to repair internal models remains overall unchanged.",https://eba.europa.eu/eba-extends-deadline-application-its-guidelines-payment-moratoria-30-september,2020-09-30,Extension,1228.0,True
3442,2841,Romania,ROU,Upper middle income,Sup,2020-06-25,Banking sector,Prudential,Supervisory guidance and expectations,"EBA extended the deadline for the application of its guidelines on payment moratoria by three months to September 30, 2020. In addition, they highlighted that the implementation timeline envisaged in the EBA's IRB roadmap to repair internal models remains overall unchanged.",https://eba.europa.eu/eba-extends-deadline-application-its-guidelines-payment-moratoria-30-september,2020-09-30,Extension,1228.0,True
3443,2841,Slovak republic,SVK,High income,Sup,2020-06-25,Banking sector,Prudential,Supervisory guidance and expectations,"EBA extended the deadline for the application of its guidelines on payment moratoria by three months to September 30, 2020. In addition, they highlighted that the implementation timeline envisaged in the EBA's IRB roadmap to repair internal models remains overall unchanged.",https://eba.europa.eu/eba-extends-deadline-application-its-guidelines-payment-moratoria-30-september,2020-09-30,Extension,1228.0,True
3444,2841,Slovenia,SVN,High income,Sup,2020-06-25,Banking sector,Prudential,Supervisory guidance and expectations,"EBA extended the deadline for the application of its guidelines on payment moratoria by three months to September 30, 2020. In addition, they highlighted that the implementation timeline envisaged in the EBA's IRB roadmap to repair internal models remains overall unchanged.",https://eba.europa.eu/eba-extends-deadline-application-its-guidelines-payment-moratoria-30-september,2020-09-30,Extension,1228.0,True
3445,2841,Spain,ESP,High income,Sup,2020-06-25,Banking sector,Prudential,Supervisory guidance and expectations,"EBA extended the deadline for the application of its guidelines on payment moratoria by three months to September 30, 2020. In addition, they highlighted that the implementation timeline envisaged in the EBA's IRB roadmap to repair internal models remains overall unchanged.",https://eba.europa.eu/eba-extends-deadline-application-its-guidelines-payment-moratoria-30-september,2020-09-30,Extension,1228.0,True
3446,2842,Bulgaria,BGR,Upper middle income,Sup,2020-06-11,Financial markets/nbfi,Market functioning,Other market functioning,ESMA renewed its decision to temporarily require the holders of net short positions to notify the relevant national competent authority if the position exceeds 0.1% of the issued share capital.,https://www.esma.europa.eu/press-news/esma-news/esma-renews-its-decision-requiring-net-short-position-holders-report-positions,,No,,False
3447,2842,Croatia,HRV,High income,Sup,2020-06-11,Financial markets/nbfi,Market functioning,Other market functioning,ESMA renewed its decision to temporarily require the holders of net short positions to notify the relevant national competent authority if the position exceeds 0.1% of the issued share capital.,https://www.esma.europa.eu/press-news/esma-news/esma-renews-its-decision-requiring-net-short-position-holders-report-positions,,No,,False
3448,2842,Czech republic,CZE,High income,Sup,2020-06-11,Financial markets/nbfi,Market functioning,Other market functioning,ESMA renewed its decision to temporarily require the holders of net short positions to notify the relevant national competent authority if the position exceeds 0.1% of the issued share capital.,https://www.esma.europa.eu/press-news/esma-news/esma-renews-its-decision-requiring-net-short-position-holders-report-positions,,No,,False
3449,2842,Estonia,EST,High income,Sup,2020-06-11,Financial markets/nbfi,Market functioning,Other market functioning,ESMA renewed its decision to temporarily require the holders of net short positions to notify the relevant national competent authority if the position exceeds 0.1% of the issued share capital.,https://www.esma.europa.eu/press-news/esma-news/esma-renews-its-decision-requiring-net-short-position-holders-report-positions,,No,,False
3450,2842,France,FRA,High income,Sup,2020-06-11,Financial markets/nbfi,Market functioning,Other market functioning,ESMA renewed its decision to temporarily require the holders of net short positions to notify the relevant national competent authority if the position exceeds 0.1% of the issued share capital.,https://www.esma.europa.eu/press-news/esma-news/esma-renews-its-decision-requiring-net-short-position-holders-report-positions,,No,,False
3451,2842,Germany,DEU,High income,Sup,2020-06-11,Financial markets/nbfi,Market functioning,Other market functioning,ESMA renewed its decision to temporarily require the holders of net short positions to notify the relevant national competent authority if the position exceeds 0.1% of the issued share capital.,https://www.esma.europa.eu/press-news/esma-news/esma-renews-its-decision-requiring-net-short-position-holders-report-positions,,No,,False
3452,2842,Hungary,HUN,High income,Sup,2020-06-11,Financial markets/nbfi,Market functioning,Other market functioning,ESMA renewed its decision to temporarily require the holders of net short positions to notify the relevant national competent authority if the position exceeds 0.1% of the issued share capital.,https://www.esma.europa.eu/press-news/esma-news/esma-renews-its-decision-requiring-net-short-position-holders-report-positions,,No,,False
3453,2842,Italy,ITA,High income,Sup,2020-06-11,Financial markets/nbfi,Market functioning,Other market functioning,ESMA renewed its decision to temporarily require the holders of net short positions to notify the relevant national competent authority if the position exceeds 0.1% of the issued share capital.,https://www.esma.europa.eu/press-news/esma-news/esma-renews-its-decision-requiring-net-short-position-holders-report-positions,,No,,False
3454,2842,Latvia,LVA,High income,Sup,2020-06-11,Financial markets/nbfi,Market functioning,Other market functioning,ESMA renewed its decision to temporarily require the holders of net short positions to notify the relevant national competent authority if the position exceeds 0.1% of the issued share capital.,https://www.esma.europa.eu/press-news/esma-news/esma-renews-its-decision-requiring-net-short-position-holders-report-positions,,No,,False
3455,2842,Lithuania,LTU,High income,Sup,2020-06-11,Financial markets/nbfi,Market functioning,Other market functioning,ESMA renewed its decision to temporarily require the holders of net short positions to notify the relevant national competent authority if the position exceeds 0.1% of the issued share capital.,https://www.esma.europa.eu/press-news/esma-news/esma-renews-its-decision-requiring-net-short-position-holders-report-positions,,No,,False
3456,2842,Poland,POL,High income,Sup,2020-06-11,Financial markets/nbfi,Market functioning,Other market functioning,ESMA renewed its decision to temporarily require the holders of net short positions to notify the relevant national competent authority if the position exceeds 0.1% of the issued share capital.,https://www.esma.europa.eu/press-news/esma-news/esma-renews-its-decision-requiring-net-short-position-holders-report-positions,,No,,False
3457,2842,Romania,ROU,Upper middle income,Sup,2020-06-11,Financial markets/nbfi,Market functioning,Other market functioning,ESMA renewed its decision to temporarily require the holders of net short positions to notify the relevant national competent authority if the position exceeds 0.1% of the issued share capital.,https://www.esma.europa.eu/press-news/esma-news/esma-renews-its-decision-requiring-net-short-position-holders-report-positions,,No,,False
3458,2842,Slovak republic,SVK,High income,Sup,2020-06-11,Financial markets/nbfi,Market functioning,Other market functioning,ESMA renewed its decision to temporarily require the holders of net short positions to notify the relevant national competent authority if the position exceeds 0.1% of the issued share capital.,https://www.esma.europa.eu/press-news/esma-news/esma-renews-its-decision-requiring-net-short-position-holders-report-positions,,No,,False
3459,2842,Slovenia,SVN,High income,Sup,2020-06-11,Financial markets/nbfi,Market functioning,Other market functioning,ESMA renewed its decision to temporarily require the holders of net short positions to notify the relevant national competent authority if the position exceeds 0.1% of the issued share capital.,https://www.esma.europa.eu/press-news/esma-news/esma-renews-its-decision-requiring-net-short-position-holders-report-positions,,No,,False
3460,2842,Spain,ESP,High income,Sup,2020-06-11,Financial markets/nbfi,Market functioning,Other market functioning,ESMA renewed its decision to temporarily require the holders of net short positions to notify the relevant national competent authority if the position exceeds 0.1% of the issued share capital.,https://www.esma.europa.eu/press-news/esma-news/esma-renews-its-decision-requiring-net-short-position-holders-report-positions,,No,,False
3461,3539,Bulgaria,BGR,Upper middle income,Sup,2020-09-18,Financial markets/nbfi,Market functioning,Regulatory measures,The ESMA has renewed its decision to temporarily require the holders of net short positions in shares traded on a European Union (EU) regulated market to notify the relevant national competent authority (NCA) if the position reaches or exceeds 0.1% of the issued share capital. The measure applies from 18 September 2020 for a period of three months.,https://www.esma.europa.eu/press-news/esma-news/esma-renews-its-decision-requiring-net-short-position-holders-report-position-0,2020-12-17,Extension,2601.0,True
3462,3539,Croatia,HRV,High income,Sup,2020-09-18,Financial markets/nbfi,Market functioning,Regulatory measures,The ESMA has renewed its decision to temporarily require the holders of net short positions in shares traded on a European Union (EU) regulated market to notify the relevant national competent authority (NCA) if the position reaches or exceeds 0.1% of the issued share capital. The measure applies from 18 September 2020 for a period of three months.,https://www.esma.europa.eu/press-news/esma-news/esma-renews-its-decision-requiring-net-short-position-holders-report-position-0,2020-12-17,Extension,2601.0,True
3463,3539,Czech republic,CZE,High income,Sup,2020-09-18,Financial markets/nbfi,Market functioning,Regulatory measures,The ESMA has renewed its decision to temporarily require the holders of net short positions in shares traded on a European Union (EU) regulated market to notify the relevant national competent authority (NCA) if the position reaches or exceeds 0.1% of the issued share capital. The measure applies from 18 September 2020 for a period of three months.,https://www.esma.europa.eu/press-news/esma-news/esma-renews-its-decision-requiring-net-short-position-holders-report-position-0,2020-12-17,Extension,2601.0,True
3464,3539,Estonia,EST,High income,Sup,2020-09-18,Financial markets/nbfi,Market functioning,Regulatory measures,The ESMA has renewed its decision to temporarily require the holders of net short positions in shares traded on a European Union (EU) regulated market to notify the relevant national competent authority (NCA) if the position reaches or exceeds 0.1% of the issued share capital. The measure applies from 18 September 2020 for a period of three months.,https://www.esma.europa.eu/press-news/esma-news/esma-renews-its-decision-requiring-net-short-position-holders-report-position-0,2020-12-17,Extension,2601.0,True
3465,3539,France,FRA,High income,Sup,2020-09-18,Financial markets/nbfi,Market functioning,Regulatory measures,The ESMA has renewed its decision to temporarily require the holders of net short positions in shares traded on a European Union (EU) regulated market to notify the relevant national competent authority (NCA) if the position reaches or exceeds 0.1% of the issued share capital. The measure applies from 18 September 2020 for a period of three months.,https://www.esma.europa.eu/press-news/esma-news/esma-renews-its-decision-requiring-net-short-position-holders-report-position-0,2020-12-17,Extension,2601.0,True
3466,3539,Germany,DEU,High income,Sup,2020-09-18,Financial markets/nbfi,Market functioning,Regulatory measures,The ESMA has renewed its decision to temporarily require the holders of net short positions in shares traded on a European Union (EU) regulated market to notify the relevant national competent authority (NCA) if the position reaches or exceeds 0.1% of the issued share capital. The measure applies from 18 September 2020 for a period of three months.,https://www.esma.europa.eu/press-news/esma-news/esma-renews-its-decision-requiring-net-short-position-holders-report-position-0,2020-12-17,Extension,2601.0,True
3467,3539,Hungary,HUN,High income,Sup,2020-09-18,Financial markets/nbfi,Market functioning,Regulatory measures,The ESMA has renewed its decision to temporarily require the holders of net short positions in shares traded on a European Union (EU) regulated market to notify the relevant national competent authority (NCA) if the position reaches or exceeds 0.1% of the issued share capital. The measure applies from 18 September 2020 for a period of three months.,https://www.esma.europa.eu/press-news/esma-news/esma-renews-its-decision-requiring-net-short-position-holders-report-position-0,2020-12-17,Extension,2601.0,True
3468,3539,Italy,ITA,High income,Sup,2020-09-18,Financial markets/nbfi,Market functioning,Regulatory measures,The ESMA has renewed its decision to temporarily require the holders of net short positions in shares traded on a European Union (EU) regulated market to notify the relevant national competent authority (NCA) if the position reaches or exceeds 0.1% of the issued share capital. The measure applies from 18 September 2020 for a period of three months.,https://www.esma.europa.eu/press-news/esma-news/esma-renews-its-decision-requiring-net-short-position-holders-report-position-0,2020-12-17,Extension,2601.0,True
3469,3539,Latvia,LVA,High income,Sup,2020-09-18,Financial markets/nbfi,Market functioning,Regulatory measures,The ESMA has renewed its decision to temporarily require the holders of net short positions in shares traded on a European Union (EU) regulated market to notify the relevant national competent authority (NCA) if the position reaches or exceeds 0.1% of the issued share capital. The measure applies from 18 September 2020 for a period of three months.,https://www.esma.europa.eu/press-news/esma-news/esma-renews-its-decision-requiring-net-short-position-holders-report-position-0,2020-12-17,Extension,2601.0,True
3470,3539,Lithuania,LTU,High income,Sup,2020-09-18,Financial markets/nbfi,Market functioning,Regulatory measures,The ESMA has renewed its decision to temporarily require the holders of net short positions in shares traded on a European Union (EU) regulated market to notify the relevant national competent authority (NCA) if the position reaches or exceeds 0.1% of the issued share capital. The measure applies from 18 September 2020 for a period of three months.,https://www.esma.europa.eu/press-news/esma-news/esma-renews-its-decision-requiring-net-short-position-holders-report-position-0,2020-12-17,Extension,2601.0,True
3471,3539,Poland,POL,High income,Sup,2020-09-18,Financial markets/nbfi,Market functioning,Regulatory measures,The ESMA has renewed its decision to temporarily require the holders of net short positions in shares traded on a European Union (EU) regulated market to notify the relevant national competent authority (NCA) if the position reaches or exceeds 0.1% of the issued share capital. The measure applies from 18 September 2020 for a period of three months.,https://www.esma.europa.eu/press-news/esma-news/esma-renews-its-decision-requiring-net-short-position-holders-report-position-0,2020-12-17,Extension,2601.0,True
3472,3539,Romania,ROU,Upper middle income,Sup,2020-09-18,Financial markets/nbfi,Market functioning,Regulatory measures,The ESMA has renewed its decision to temporarily require the holders of net short positions in shares traded on a European Union (EU) regulated market to notify the relevant national competent authority (NCA) if the position reaches or exceeds 0.1% of the issued share capital. The measure applies from 18 September 2020 for a period of three months.,https://www.esma.europa.eu/press-news/esma-news/esma-renews-its-decision-requiring-net-short-position-holders-report-position-0,2020-12-17,Extension,2601.0,True
3473,3539,Slovak republic,SVK,High income,Sup,2020-09-18,Financial markets/nbfi,Market functioning,Regulatory measures,The ESMA has renewed its decision to temporarily require the holders of net short positions in shares traded on a European Union (EU) regulated market to notify the relevant national competent authority (NCA) if the position reaches or exceeds 0.1% of the issued share capital. The measure applies from 18 September 2020 for a period of three months.,https://www.esma.europa.eu/press-news/esma-news/esma-renews-its-decision-requiring-net-short-position-holders-report-position-0,2020-12-17,Extension,2601.0,True
3474,3539,Slovenia,SVN,High income,Sup,2020-09-18,Financial markets/nbfi,Market functioning,Regulatory measures,The ESMA has renewed its decision to temporarily require the holders of net short positions in shares traded on a European Union (EU) regulated market to notify the relevant national competent authority (NCA) if the position reaches or exceeds 0.1% of the issued share capital. The measure applies from 18 September 2020 for a period of three months.,https://www.esma.europa.eu/press-news/esma-news/esma-renews-its-decision-requiring-net-short-position-holders-report-position-0,2020-12-17,Extension,2601.0,True
3475,3539,Spain,ESP,High income,Sup,2020-09-18,Financial markets/nbfi,Market functioning,Regulatory measures,The ESMA has renewed its decision to temporarily require the holders of net short positions in shares traded on a European Union (EU) regulated market to notify the relevant national competent authority (NCA) if the position reaches or exceeds 0.1% of the issued share capital. The measure applies from 18 September 2020 for a period of three months.,https://www.esma.europa.eu/press-news/esma-news/esma-renews-its-decision-requiring-net-short-position-holders-report-position-0,2020-12-17,Extension,2601.0,True
3476,3636,Bulgaria,BGR,Upper middle income,Sup,2020-09-07,Financial markets/nbfi,Market functioning,Regulatory measures,"The European Securities and Markets Authority (ESMA), the EU's securities markets regulator, has today decided that trading venues and investment firms may postpone, for operational reasons, the application of the annual transparency calculations for non-equity instruments other than bonds to 21 September 2020.",https://www.esma.europa.eu/press-news/esma-news/esma-provides-option-apply-annual-transparency-calculations-non-equity,,No,,False
3477,3636,Croatia,HRV,High income,Sup,2020-09-07,Financial markets/nbfi,Market functioning,Regulatory measures,"The European Securities and Markets Authority (ESMA), the EU's securities markets regulator, has today decided that trading venues and investment firms may postpone, for operational reasons, the application of the annual transparency calculations for non-equity instruments other than bonds to 21 September 2020.",https://www.esma.europa.eu/press-news/esma-news/esma-provides-option-apply-annual-transparency-calculations-non-equity,,No,,False
3478,3636,Czech republic,CZE,High income,Sup,2020-09-07,Financial markets/nbfi,Market functioning,Regulatory measures,"The European Securities and Markets Authority (ESMA), the EU's securities markets regulator, has today decided that trading venues and investment firms may postpone, for operational reasons, the application of the annual transparency calculations for non-equity instruments other than bonds to 21 September 2020.",https://www.esma.europa.eu/press-news/esma-news/esma-provides-option-apply-annual-transparency-calculations-non-equity,,No,,False
3479,3636,Estonia,EST,High income,Sup,2020-09-07,Financial markets/nbfi,Market functioning,Regulatory measures,"The European Securities and Markets Authority (ESMA), the EU's securities markets regulator, has today decided that trading venues and investment firms may postpone, for operational reasons, the application of the annual transparency calculations for non-equity instruments other than bonds to 21 September 2020.",https://www.esma.europa.eu/press-news/esma-news/esma-provides-option-apply-annual-transparency-calculations-non-equity,,No,,False
3480,3636,France,FRA,High income,Sup,2020-09-07,Financial markets/nbfi,Market functioning,Regulatory measures,"The European Securities and Markets Authority (ESMA), the EU's securities markets regulator, has today decided that trading venues and investment firms may postpone, for operational reasons, the application of the annual transparency calculations for non-equity instruments other than bonds to 21 September 2020.",https://www.esma.europa.eu/press-news/esma-news/esma-provides-option-apply-annual-transparency-calculations-non-equity,,No,,False
3481,3636,Germany,DEU,High income,Sup,2020-09-07,Financial markets/nbfi,Market functioning,Regulatory measures,"The European Securities and Markets Authority (ESMA), the EU's securities markets regulator, has today decided that trading venues and investment firms may postpone, for operational reasons, the application of the annual transparency calculations for non-equity instruments other than bonds to 21 September 2020.",https://www.esma.europa.eu/press-news/esma-news/esma-provides-option-apply-annual-transparency-calculations-non-equity,,No,,False
3482,3636,Hungary,HUN,High income,Sup,2020-09-07,Financial markets/nbfi,Market functioning,Regulatory measures,"The European Securities and Markets Authority (ESMA), the EU's securities markets regulator, has today decided that trading venues and investment firms may postpone, for operational reasons, the application of the annual transparency calculations for non-equity instruments other than bonds to 21 September 2020.",https://www.esma.europa.eu/press-news/esma-news/esma-provides-option-apply-annual-transparency-calculations-non-equity,,No,,False
3483,3636,Italy,ITA,High income,Sup,2020-09-07,Financial markets/nbfi,Market functioning,Regulatory measures,"The European Securities and Markets Authority (ESMA), the EU's securities markets regulator, has today decided that trading venues and investment firms may postpone, for operational reasons, the application of the annual transparency calculations for non-equity instruments other than bonds to 21 September 2020.",https://www.esma.europa.eu/press-news/esma-news/esma-provides-option-apply-annual-transparency-calculations-non-equity,,No,,False
3484,3636,Latvia,LVA,High income,Sup,2020-09-07,Financial markets/nbfi,Market functioning,Regulatory measures,"The European Securities and Markets Authority (ESMA), the EU's securities markets regulator, has today decided that trading venues and investment firms may postpone, for operational reasons, the application of the annual transparency calculations for non-equity instruments other than bonds to 21 September 2020.",https://www.esma.europa.eu/press-news/esma-news/esma-provides-option-apply-annual-transparency-calculations-non-equity,,No,,False
3485,3636,Lithuania,LTU,High income,Sup,2020-09-07,Financial markets/nbfi,Market functioning,Regulatory measures,"The European Securities and Markets Authority (ESMA), the EU's securities markets regulator, has today decided that trading venues and investment firms may postpone, for operational reasons, the application of the annual transparency calculations for non-equity instruments other than bonds to 21 September 2020.",https://www.esma.europa.eu/press-news/esma-news/esma-provides-option-apply-annual-transparency-calculations-non-equity,,No,,False
3486,3636,Poland,POL,High income,Sup,2020-09-07,Financial markets/nbfi,Market functioning,Regulatory measures,"The European Securities and Markets Authority (ESMA), the EU's securities markets regulator, has today decided that trading venues and investment firms may postpone, for operational reasons, the application of the annual transparency calculations for non-equity instruments other than bonds to 21 September 2020.",https://www.esma.europa.eu/press-news/esma-news/esma-provides-option-apply-annual-transparency-calculations-non-equity,,No,,False
3487,3636,Romania,ROU,Upper middle income,Sup,2020-09-07,Financial markets/nbfi,Market functioning,Regulatory measures,"The European Securities and Markets Authority (ESMA), the EU's securities markets regulator, has today decided that trading venues and investment firms may postpone, for operational reasons, the application of the annual transparency calculations for non-equity instruments other than bonds to 21 September 2020.",https://www.esma.europa.eu/press-news/esma-news/esma-provides-option-apply-annual-transparency-calculations-non-equity,,No,,False
3488,3636,Slovak republic,SVK,High income,Sup,2020-09-07,Financial markets/nbfi,Market functioning,Regulatory measures,"The European Securities and Markets Authority (ESMA), the EU's securities markets regulator, has today decided that trading venues and investment firms may postpone, for operational reasons, the application of the annual transparency calculations for non-equity instruments other than bonds to 21 September 2020.",https://www.esma.europa.eu/press-news/esma-news/esma-provides-option-apply-annual-transparency-calculations-non-equity,,No,,False
3489,3636,Slovenia,SVN,High income,Sup,2020-09-07,Financial markets/nbfi,Market functioning,Regulatory measures,"The European Securities and Markets Authority (ESMA), the EU's securities markets regulator, has today decided that trading venues and investment firms may postpone, for operational reasons, the application of the annual transparency calculations for non-equity instruments other than bonds to 21 September 2020.",https://www.esma.europa.eu/press-news/esma-news/esma-provides-option-apply-annual-transparency-calculations-non-equity,,No,,False
3490,3636,Spain,ESP,High income,Sup,2020-09-07,Financial markets/nbfi,Market functioning,Regulatory measures,"The European Securities and Markets Authority (ESMA), the EU's securities markets regulator, has today decided that trading venues and investment firms may postpone, for operational reasons, the application of the annual transparency calculations for non-equity instruments other than bonds to 21 September 2020.",https://www.esma.europa.eu/press-news/esma-news/esma-provides-option-apply-annual-transparency-calculations-non-equity,,No,,False
3491,3710,Bulgaria,BGR,Upper middle income,Sup,2020-12-02,Banking sector,Support borrowers,Mandatory credit repayment moratorium,"The European Banking Authority (EBA) reactivates its moratoria program in view of the impact of the second Covid-19 wave. The EBA has introduced two new constraints to ensure that the support provided by moratoria is limited to bridging liquidity shortages triggered by the new lockdowns and that there are no operational restraints on the continued availability of credit. 1. Only loans that are suspended, postponed or reduced under general payment moratoria not more than 9 months in total, including previously granted payment holidays, can benefit from the application of the Guidelines. 2. Credit institutions are requested to document to their supervisor their plans for assessing that the exposures subject to general payment moratoria do not become unlikely to pay. This requirement will allow supervisors to take any appropriate action.",https://eba.europa.eu/eba-reactivates-its-guidelines-legislative-and-non-legislative-moratoria,2021-03-31,Extension,3807.0,True
3492,3710,Croatia,HRV,High income,Sup,2020-12-02,Banking sector,Support borrowers,Mandatory credit repayment moratorium,"The European Banking Authority (EBA) reactivates its moratoria program in view of the impact of the second Covid-19 wave. The EBA has introduced two new constraints to ensure that the support provided by moratoria is limited to bridging liquidity shortages triggered by the new lockdowns and that there are no operational restraints on the continued availability of credit. 1. Only loans that are suspended, postponed or reduced under general payment moratoria not more than 9 months in total, including previously granted payment holidays, can benefit from the application of the Guidelines. 2. Credit institutions are requested to document to their supervisor their plans for assessing that the exposures subject to general payment moratoria do not become unlikely to pay. This requirement will allow supervisors to take any appropriate action.",https://eba.europa.eu/eba-reactivates-its-guidelines-legislative-and-non-legislative-moratoria,2021-03-31,Extension,3807.0,True
3493,3710,Czech republic,CZE,High income,Sup,2020-12-02,Banking sector,Support borrowers,Mandatory credit repayment moratorium,"The European Banking Authority (EBA) reactivates its moratoria program in view of the impact of the second Covid-19 wave. The EBA has introduced two new constraints to ensure that the support provided by moratoria is limited to bridging liquidity shortages triggered by the new lockdowns and that there are no operational restraints on the continued availability of credit. 1. Only loans that are suspended, postponed or reduced under general payment moratoria not more than 9 months in total, including previously granted payment holidays, can benefit from the application of the Guidelines. 2. Credit institutions are requested to document to their supervisor their plans for assessing that the exposures subject to general payment moratoria do not become unlikely to pay. This requirement will allow supervisors to take any appropriate action.",https://eba.europa.eu/eba-reactivates-its-guidelines-legislative-and-non-legislative-moratoria,2021-03-31,Extension,3807.0,True
3494,3710,Estonia,EST,High income,Sup,2020-12-02,Banking sector,Support borrowers,Mandatory credit repayment moratorium,"The European Banking Authority (EBA) reactivates its moratoria program in view of the impact of the second Covid-19 wave. The EBA has introduced two new constraints to ensure that the support provided by moratoria is limited to bridging liquidity shortages triggered by the new lockdowns and that there are no operational restraints on the continued availability of credit. 1. Only loans that are suspended, postponed or reduced under general payment moratoria not more than 9 months in total, including previously granted payment holidays, can benefit from the application of the Guidelines. 2. Credit institutions are requested to document to their supervisor their plans for assessing that the exposures subject to general payment moratoria do not become unlikely to pay. This requirement will allow supervisors to take any appropriate action.",https://eba.europa.eu/eba-reactivates-its-guidelines-legislative-and-non-legislative-moratoria,2021-03-31,Extension,3807.0,True
3495,3710,France,FRA,High income,Sup,2020-12-02,Banking sector,Support borrowers,Mandatory credit repayment moratorium,"The European Banking Authority (EBA) reactivates its moratoria program in view of the impact of the second Covid-19 wave. The EBA has introduced two new constraints to ensure that the support provided by moratoria is limited to bridging liquidity shortages triggered by the new lockdowns and that there are no operational restraints on the continued availability of credit. 1. Only loans that are suspended, postponed or reduced under general payment moratoria not more than 9 months in total, including previously granted payment holidays, can benefit from the application of the Guidelines. 2. Credit institutions are requested to document to their supervisor their plans for assessing that the exposures subject to general payment moratoria do not become unlikely to pay. This requirement will allow supervisors to take any appropriate action.",https://eba.europa.eu/eba-reactivates-its-guidelines-legislative-and-non-legislative-moratoria,2021-03-31,Extension,3807.0,True
3496,3710,Germany,DEU,High income,Sup,2020-12-02,Banking sector,Support borrowers,Mandatory credit repayment moratorium,"The European Banking Authority (EBA) reactivates its moratoria program in view of the impact of the second Covid-19 wave. The EBA has introduced two new constraints to ensure that the support provided by moratoria is limited to bridging liquidity shortages triggered by the new lockdowns and that there are no operational restraints on the continued availability of credit. 1. Only loans that are suspended, postponed or reduced under general payment moratoria not more than 9 months in total, including previously granted payment holidays, can benefit from the application of the Guidelines. 2. Credit institutions are requested to document to their supervisor their plans for assessing that the exposures subject to general payment moratoria do not become unlikely to pay. This requirement will allow supervisors to take any appropriate action.",https://eba.europa.eu/eba-reactivates-its-guidelines-legislative-and-non-legislative-moratoria,2021-03-31,Extension,3807.0,True
3497,3710,Hungary,HUN,High income,Sup,2020-12-02,Banking sector,Support borrowers,Mandatory credit repayment moratorium,"The European Banking Authority (EBA) reactivates its moratoria program in view of the impact of the second Covid-19 wave. The EBA has introduced two new constraints to ensure that the support provided by moratoria is limited to bridging liquidity shortages triggered by the new lockdowns and that there are no operational restraints on the continued availability of credit. 1. Only loans that are suspended, postponed or reduced under general payment moratoria not more than 9 months in total, including previously granted payment holidays, can benefit from the application of the Guidelines. 2. Credit institutions are requested to document to their supervisor their plans for assessing that the exposures subject to general payment moratoria do not become unlikely to pay. This requirement will allow supervisors to take any appropriate action.",https://eba.europa.eu/eba-reactivates-its-guidelines-legislative-and-non-legislative-moratoria,2021-03-31,Extension,3807.0,True
3498,3710,Italy,ITA,High income,Sup,2020-12-02,Banking sector,Support borrowers,Mandatory credit repayment moratorium,"The European Banking Authority (EBA) reactivates its moratoria program in view of the impact of the second Covid-19 wave. The EBA has introduced two new constraints to ensure that the support provided by moratoria is limited to bridging liquidity shortages triggered by the new lockdowns and that there are no operational restraints on the continued availability of credit. 1. Only loans that are suspended, postponed or reduced under general payment moratoria not more than 9 months in total, including previously granted payment holidays, can benefit from the application of the Guidelines. 2. Credit institutions are requested to document to their supervisor their plans for assessing that the exposures subject to general payment moratoria do not become unlikely to pay. This requirement will allow supervisors to take any appropriate action.",https://eba.europa.eu/eba-reactivates-its-guidelines-legislative-and-non-legislative-moratoria,2021-03-31,Extension,3807.0,True
